-0.99997	-0.005045	0.005045
-4.9698e-06	-0.99999	-0.0049849
-0.024944	-0.65389	-0.75618
-0.58952	-0.76924	0.24646
-0.23578	0.52909	-0.81515
-0.89351	0.26381	-0.36337
-0.79755	0.13381	0.58823
-0.23294	0.93188	0.27809
-0.93649	0.14517	0.31922
-0.50418	-0.84689	-0.16907
-0.34513	-0.85072	-0.39643
-0.45676	-0.63569	-0.62231
-0.48733	0.39458	-0.77898
-0.61675	-0.67722	-0.40124
-0.57823	0.10967	0.80847
-0.82518	0.52557	-0.20702
-0.89535	-0.044861	-0.44311
-0.28943	-0.54645	-0.78589
-0.11507	-0.96425	-0.23869
-0.80035	-0.40776	0.43952
-0.51197	0.84229	0.16862
-0.78985	-0.15824	0.59253
-0.94919	-0.23791	0.20602
-0.23181	0.78726	0.57139
-0.019689	0.19241	0.98112
-0.21597	-0.95712	0.19306
-0.77236	-0.60792	0.18411
-0.16013	-0.36073	-0.91882
-0.14623	-0.73567	0.66137
-0.88718	0.42144	0.18787
-0.56305	-0.23684	0.79175
-0.38121	-0.14792	-0.91258
-0.30546	0.20409	0.93008
-0.33186	0.13511	-0.9336
-0.96217	0.26971	-0.038575
-0.95945	-0.20996	-0.18804
-0.45096	-0.89034	0.062701
-0.77088	-0.63155	-0.083003
-0.70946	0.41337	0.57078
-0.69451	-0.028725	-0.71891
-0.68135	0.53349	-0.50115
-0.14097	0.72972	-0.66905
-0.74057	-0.39334	-0.54483
-0.10191	-0.82592	-0.55449
-0.58409	-0.60096	0.54561
-0.086821	0.33971	-0.93652
-0.55051	0.79548	-0.25328
-0.83754	-0.46259	-0.29077
-0.36281	-0.56632	0.74003
-0.18376	-0.39741	0.89906
-0.71832	0.6957	-0.003549
-0.43249	0.68667	-0.58433
-0.50146	0.69451	0.51594
-0.16982	0.5139	0.84087
-0.4632	0.42805	0.77603
-0.38346	-0.81285	0.43845
-0.71412	0.25234	-0.65297
-0.25841	0.88782	-0.3808
8.2595e-05	-0.081401	0.99668
-0.036334	-0.90478	0.42433
-0.57119	-0.30843	-0.76067
-0.28165	-0.15001	0.94772
-0.71973	0.61262	0.32663
-0.26593	0.96075	-0.078988
