0.49968,0.021939,0.86593,0.0022779
0.47287,0.043898,0.88004,0.0022854
0.43852,0.021959,0.89845,0.00228
0.47913,0.08767,0.87335,0.00228
0.41052,0.043975,0.91079,0.0023101
0.41686,0.087931,0.90471,0.0023157
0.38779,0.1099,0.91517,0.0023081
0.45113,0.10969,0.88569,0.0023101
0.37507,0.022016,0.92673,0.0022859
0.34619,0.04405,0.93713,0.0022934
0.31,0.022034,0.95048,0.0022878
0.35256,0.087974,0.93164,0.0022879
0.4561,0.15313,0.87666,0.0022859
0.42705,0.17488,0.88716,0.0022934
0.393,0.15341,0.90665,0.0022879
0.43089,0.21764,0.87577,0.0022878
0.27939,0.044245,0.95916,0.0024078
0.28495,0.088476,0.95445,0.0024141
0.25269,0.11075,0.96119,0.0024062
0.32195,0.11019,0.94032,0.0024079
0.25744,0.15497,0.95379,0.002433
0.29431,0.17685,0.9392,0.0024393
0.29809,0.22073,0.92867,0.002433
0.32656,0.15435,0.93249,0.0024313
0.22469,0.17691,0.95824,0.0024012
0.22881,0.22074,0.94811,0.0024074
0.19575,0.24201,0.95032,0.0023994
0.26534,0.24267,0.93312,0.0024012
0.3624,0.17565,0.91532,0.0024079
0.36584,0.21936,0.90446,0.0024141
0.33377,0.24194,0.91108,0.0024062
0.40029,0.23988,0.88443,0.0024078
0.24245,0.022209,0.96991,0.0023059
0.2112,0.04443,0.97643,0.0023132
0.17471,0.022221,0.98437,0.0023072
0.21587,0.088734,0.97238,0.0023076
0.14277,0.044478,0.98876,0.0023365
0.14731,0.088938,0.98508,0.0023423
0.11483,0.11111,0.98715,0.0023349
0.18392,0.11099,0.97666,0.0023361
0.10592,0.022256,0.99413,0.0023109
0.073658,0.044524,0.99629,0.002318
0.03683,0.022267,0.99907,0.002312
0.078029,0.088921,0.99298,0.0023125
0.18798,0.15493,0.96987,0.0023125
0.15549,0.17688,0.97187,0.0023196
0.11895,0.15511,0.98071,0.0023137
0.15913,0.22013,0.9624,0.002314
0.40298,0.28195,0.8707,0.0023059
0.37139,0.30362,0.87743,0.0023132
0.33663,0.28412,0.89775,0.0023076
0.37356,0.34398,0.86147,0.0023072
0.30397,0.30524,0.90246,0.0023361
0.30611,0.34588,0.88694,0.0023423
0.27257,0.36634,0.88966,0.0023349
0.34095,0.36513,0.86628,0.0023365
0.26836,0.28498,0.9202,0.0023125
0.23497,0.30548,0.92275,0.0023196
0.19888,0.28444,0.93784,0.002314
0.23704,0.34619,0.90772,0.0023137
0.34216,0.40449,0.84812,0.0023109
0.30868,0.4248,0.85104,0.002318
0.27392,0.40588,0.87191,0.0023125
0.30913,0.46286,0.83078,0.002312
0,0.044542,0.99901,0.0027596
0,0.089097,0.99602,0.002769
-0.041207,0.11123,0.99294,0.0027604
0.041207,0.11123,0.99294,0.0027604
-0.041209,0.15582,0.98693,0.0027978
0,0.17828,0.98398,0.0028067
0,0.22262,0.97491,0.0027972
0.041209,0.15582,0.98693,0.0027978
-0.082162,0.17753,0.98068,0.0027625
-0.081915,0.22173,0.97166,0.0027717
-0.12236,0.24258,0.96238,0.002763
-0.040961,0.24436,0.96882,0.0027631
0.082162,0.17753,0.98068,0.0027625
0.081915,0.22173,0.97166,0.0027717
0.040961,0.24436,0.96882,0.0027631
0.12236,0.24258,0.96238,0.002763
-0.12239,0.28723,0.95001,0.0029091
-0.08196,0.31102,0.94686,0.002919
-0.082234,0.35576,0.93095,0.0029093
