0.0374729	0.962527	0.00222981	0.00280726	
0.029306	0.970694	0.00214989	0.00271074	
0.0314649	0.968535	0.00216044	0.00270896	
0.0464793	0.953521	0.00230602	0.0028416	
0.0424213	0.957579	0.00225349	0.00279028	
0.03486	0.96514	0.00218631	0.00274227	
0.0298906	0.970109	0.00215752	0.00272246	
0.0398241	0.960176	0.00227587	0.00287302	
0.0342576	0.965742	0.00220932	0.00280617	
0.0478143	0.952186	0.00235998	0.0029263	
0.0459598	0.95404	0.0023341	0.00290082	
0.0352806	0.964719	0.00221362	0.0027964	
0.0365803	0.96342	0.00221965	0.00279616	
0.0844654	0.915535	0.00255427	0.0028537	
0.0432568	0.956743	0.00226108	0.00280235	
0.0304333	0.969567	0.00215943	0.00272213	
0.0353117	0.964688	0.00220414	0.00277498	
0.0347936	0.965206	0.00219923	0.00277554	
0.0406318	0.959368	0.00226562	0.0028432	
0.464307	0.535693	0.00200011	0.00129962	
0.329209	0.670791	0.00244821	0.00198798	
0.16509	0.83491	0.0024931	0.00235617	
0.140065	0.859935	0.00256219	0.0025515	
0.123051	0.876949	0.00263243	0.0026996	
0.0945648	0.905435	0.00247416	0.00269353	
0.584404	0.415596	0.00182278	0.0011868	
0.715545	0.284455	0.00182934	0.00125216	
0.876813	0.123187	0.0017213	0.0012531	
0.847041	0.152959	0.00188724	0.00127909	
0.898151	0.101849	0.00180734	0.00128104	
0.641035	0.358965	0.00204991	0.00132187	
0.533357	0.466643	0.00199121	0.00129616	
0.632939	0.367061	0.00171264	0.00121526	
0.495955	0.504045	0.00191782	0.00124404	
0.563599	0.436401	0.00199932	0.00130076	
0.669312	0.330688	0.00211149	0.001445	
0.585354	0.414646	0.00200036	0.00129997	
0.594975	0.405025	0.00165164	0.00124012	
0.68452	0.31548	0.00136821	0.00108333	
0.674356	0.325644	0.00157379	0.00120594	
0.778633	0.221367	0.00175649	0.00130889	
0.628001	0.371999	0.0017966	0.00122676	
0.609724	0.390276	0.00200039	0.00130083	
0.683225	0.316775	0.00177597	0.00127788	
0.554678	0.445322	0.00172959	0.00118476	
0.599707	0.400293	0.00179888	0.00124068	
0.641525	0.358475	0.00193036	0.00142755	
0.640115	0.359885	0.00199563	0.00130267	
0.415474	0.584526	0.00207669	0.00157546	
0.821622	0.178378	0.00175512	0.00128945	
0.693099	0.306901	0.00182037	0.0011722	
0.726557	0.273443	0.00178099	0.00115159	
0.79377	0.20623	0.00197191	0.00128933	
0.703403	0.296597	0.00182594	0.00121567	
0.621512	0.378488	0.00204144	0.0013841	
0.787111	0.212889	0.00197415	0.00129627	
0.641112	0.358888	0.00199963	0.00129988	
0.625886	0.374114	0.00199993	0.00129977	
0.620657	0.379343	0.00190665	0.00115963	
0.743072	0.256928	0.0019115	0.00123199	
0.650774	0.349226	0.00200024	0.00129995	
0.424865	0.575135	0.00207277	0.001404	
0.68625	0.31375	0.00180101	0.00115443	
0.446436	0.553564	0.00200458	0.00131018	
0.379626	0.620374	0.00225369	0.00172632	
0.286885	0.713115	0.00225253	0.00176261	
0.296595	0.703405	0.00226191	0.00177533	
0.0588669	0.941133	0.00227334	0.00266388	
0.065405	0.934595	0.00230339	0.00266339	
0.0631977	0.936802	0.00236626	0.0027865	
0.0402102	0.95979	0.00219053	0.00268382	
0.0467678	0.953232	0.00226185	0.00277163	
0.042578	0.957422	0.00222273	0.00273202	
0.0368109	0.963189	0.00223492	0.00282482	
0.0343172	0.965683	0.00220499	0.00278973	
0.0308471	0.969153	0.00217396	0.00275997	
0.0323912	0.967609	0.0021925	0.00278426	
0.0261503	0.97385	0.00214173	0.00273379	
0.0417759	0.958224	0.00230651	0.00290338	
0.0455382	0.954462	0.0023094	0.00287071	
0.026578	0.973422	0.00214586	0.00274799	
0.033084	0.966916	0.00220827	0.0028254	
0.0235218	0.976478	0.00211491	0.00268182	
0.0257735	0.974226	0.00212713	0.00269307	
0.0304918	0.969508	0.00216049	0.00272898	
0.456805	0.543195	0.00189848	0.00135267	
0.211784	0.788216	0.00217695	0.00191208	
0.129386	0.870614	0.00267352	0.00273084	
0.0482151	0.951785	0.00232654	0.0028694	
0.0305031	0.969497	0.00217365	0.00276382	
0.0255946	0.974405	0.00213942	0.00274574	
0.0342597	0.96574	0.0022181	0.00283121	
0.513268	0.486732	0.00163906	0.000951823	
0.516925	0.483075	0.00156478	0.000927641	
0.726327	0.273673	0.00137471	0.00105358	
0.499966	0.500034	0.00164571	0.000946108	
0.235399	0.764601	0.00224509	0.00207212	
0.106152	0.893848	0.00247211	0.00264907	
0.0455189	0.954481	0.00229623	0.00284213	
