47	50	47
47	51	47
47	52	47
47	53	47
47	54	47
47	55	47
47	56	47
48	51	47
48	52	47
48	53	47
48	54	47
48	55	47
48	56	47
49	51	47
49	52	47
49	53	47
49	54	47
49	55	47
49	56	47
50	51	47
50	52	47
50	53	47
50	54	47
50	55	47
50	56	47
51	51	47
51	52	47
51	53	47
51	54	47
51	55	47
51	56	47
52	51	47
52	52	47
52	53	47
52	54	47
52	55	47
52	56	47
53	51	47
53	52	47
53	53	47
53	54	47
53	55	47
53	56	47
54	51	47
54	52	47
54	53	47
54	54	47
54	55	47
54	56	47
55	51	47
55	52	47
55	53	47
55	54	47
55	55	47
55	56	47
56	51	47
56	52	47
56	53	47
56	54	47
56	55	47
56	56	47
57	51	47
57	52	47
57	53	47
57	54	47
57	55	47
57	56	47
58	51	47
58	52	47
58	53	47
58	54	47
58	55	47
58	56	47
59	51	47
59	52	47
59	53	47
59	54	47
59	55	47
59	56	47
60	51	47
60	52	47
60	53	47
60	54	47
60	55	47
60	56	47
61	50	47
61	51	47
61	52	47
61	53	47
61	54	47
61	55	47
61	56	47
62	50	47
62	51	47
62	52	47
62	53	47
62	54	47
62	55	47
62	56	47
