50	40	57	1
50	40	58	1
50	40	59	1
50	40	60	1
51	40	40	1
51	40	41	1
51	40	42	1
51	40	57	1
51	40	58	1
51	40	59	1
51	40	60	1
52	40	40	1
52	40	41	1
52	40	42	1
52	40	43	1
52	40	44	1
52	40	45	1
52	40	46	1
52	40	47	1
52	40	56	1
52	40	57	1
52	40	58	1
52	40	59	1
52	40	60	1
53	40	40	1
53	40	41	1
53	40	42	1
53	40	43	1
53	40	44	1
53	40	45	1
53	40	46	1
53	40	47	1
53	40	54	1
53	40	55	1
53	40	56	1
53	40	57	1
53	40	58	1
53	40	59	1
53	40	60	1
54	40	40	1
54	40	41	1
54	40	42	1
54	40	43	1
54	40	44	1
54	40	45	1
54	40	46	1
54	40	47	1
54	40	48	1
54	40	52	1
54	40	53	1
54	40	54	1
54	40	55	1
54	40	56	1
54	40	57	1
54	40	58	1
54	40	59	1
54	40	60	1
55	40	40	1
55	40	41	1
55	40	42	1
55	40	43	1
55	40	44	1
55	40	45	1
55	40	46	1
55	40	47	1
55	40	48	1
55	40	49	2
55	40	50	2
55	40	51	2
55	40	52	1
55	40	53	1
55	40	54	1
55	40	55	1
55	40	56	1
55	40	57	1
55	40	58	1
55	40	59	1
55	40	60	1
56	40	41	1
56	40	42	1
56	40	43	1
56	40	44	1
56	40	45	1
56	40	46	1
56	40	47	1
56	40	48	1
56	40	49	2
56	40	50	2
56	40	51	2
56	40	52	1
56	40	53	1
56	40	54	1
56	40	55	1
56	40	56	1
56	40	57	1
56	40	58	1
57	40	42	1
57	40	43	1
57	40	45	2
57	40	46	2
57	40	47	2
57	40	48	2
57	40	49	2
57	40	50	2
57	40	51	2
57	40	52	1
57	40	53	1
57	40	54	1
57	40	55	1
57	40	56	1
57	40	57	1
58	40	45	2
58	40	46	2
58	40	47	2
58	40	48	2
58	40	49	2
58	40	50	2
58	40	51	2
58	40	52	2
58	40	53	2
58	40	54	1
58	40	55	1
58	40	56	1
59	40	45	2
59	40	46	2
59	40	47	2
59	40	48	2
59	40	49	2
59	40	50	2
59	40	51	2
59	40	52	2
59	40	53	2
59	40	54	2
59	40	55	2
60	40	45	2
60	40	46	2
60	40	47	2
60	40	48	2
60	40	49	2
60	40	50	2
60	40	51	2
60	40	52	2
60	40	53	2
60	40	54	2
60	40	55	2
61	40	45	2
61	40	46	2
61	40	47	2
61	40	48	2
61	40	49	2
61	40	50	2
61	40	51	2
61	40	52	2
61	40	53	2
61	40	54	2
61	40	55	2
62	40	46	2
62	40	47	2
62	40	48	2
62	40	49	2
62	40	50	2
62	40	51	2
62	40	52	2
62	40	53	2
62	40	54	2
62	40	55	1
62	40	56	1
63	40	46	1
63	40	47	1
63	40	48	1
63	40	49	1
63	40	50	2
63	40	51	2
63	40	52	2
63	40	53	2
63	40	54	1
63	40	55	1
63	40	56	1
63	40	57	1
64	40	45	1
64	40	46	1
64	40	47	1
64	40	48	1
64	40	49	1
64	40	50	1
64	40	51	2
64	40	52	2
64	40	53	2
64	40	54	1
64	40	55	1
64	40	56	1
64	40	57	1
65	40	45	1
65	40	46	1
65	40	47	1
65	40	48	1
65	40	49	1
65	40	50	1
65	40	51	2
65	40	52	2
65	40	53	2
65	40	55	1
65	40	56	1
65	40	57	1
66	40	45	1
66	40	46	1
66	40	47	1
66	40	48	1
66	40	49	1
66	40	55	1
66	40	56	1
66	40	57	1
67	40	45	1
67	40	46	1
67	40	47	1
67	40	48	1
67	40	49	1
67	40	55	1
67	40	56	1
67	40	57	1
68	40	45	1
68	40	46	1
68	40	47	1
68	40	48	1
68	40	49	1
68	40	55	1
68	40	56	1
68	40	57	1
69	40	44	1
69	40	45	1
69	40	46	1
69	40	47	1
69	40	48	1
69	40	49	1
69	40	55	1
69	40	56	1
69	40	57	1
69	40	58	1
70	40	44	1
70	40	45	1
70	40	46	1
70	40	47	1
70	40	48	1
70	40	49	1
70	40	55	1
70	40	56	1
70	40	57	1
70	40	58	1
