10	23	1
10	24	1
10	25	1
10	26	1
10	39	1
11	18	1
11	19	1
11	23	1
11	24	1
11	25	1
11	26	1
11	38	1
11	39	1
11	40	1
11	41	1
12	17	1
12	18	1
12	19	1
12	23	1
12	24	1
12	25	1
12	26	1
12	39	1
12	40	1
12	41	1
13	17	1
13	18	1
13	19	1
13	24	1
13	25	1
13	26	1
13	38	1
13	39	1
13	40	1
13	41	1
14	17	1
14	18	1
14	19	1
14	23	1
14	24	1
14	25	1
14	26	1
14	39	1
14	40	1
14	41	1
15	17	1
15	18	1
15	19	1
15	24	1
15	25	1
15	26	1
15	38	1
15	39	1
15	40	1
15	41	1
15	45	1
15	46	1
16	17	1
16	18	1
16	19	1
16	23	1
16	24	1
16	25	1
16	26	1
16	39	1
16	40	1
16	41	1
16	42	1
16	44	1
16	45	1
16	46	1
16	47	1
17	17	1
17	18	1
17	19	1
17	24	1
17	25	1
17	39	1
17	40	1
17	41	1
17	42	1
17	43	1
17	44	1
17	45	1
17	46	1
17	47	1
17	48	1
18	17	1
18	18	1
18	19	1
18	20	1
18	23	1
18	24	1
18	25	1
18	43	1
18	44	1
18	45	1
18	46	1
18	47	1
18	48	1
19	17	1
19	18	1
19	19	1
19	20	1
19	21	1
19	22	1
19	23	1
19	24	1
19	25	1
19	37	1
19	38	1
19	42	1
19	43	1
19	44	1
19	45	1
20	17	1
20	18	1
20	19	1
20	20	1
20	21	1
20	22	1
20	23	1
20	24	1
20	25	1
20	33	1
20	34	1
20	35	1
20	36	1
20	37	1
20	38	1
20	39	1
20	41	1
20	42	1
20	43	1
21	18	1
21	19	1
21	20	1
21	21	1
21	22	1
21	23	1
21	24	1
21	31	1
21	32	1
21	33	1
21	34	1
21	35	1
21	36	1
21	37	1
21	38	1
21	39	1
21	40	1
21	41	1
22	21	1
22	22	1
22	28	1
22	29	1
22	30	1
22	31	1
22	32	1
22	33	1
22	34	1
22	35	1
22	36	1
22	37	1
22	38	1
22	39	1
22	40	1
22	41	1
22	45	1
22	46	1
22	47	1
22	48	1
22	49	1
22	50	1
22	51	1
23	26	1
23	27	1
23	28	1
23	29	1
23	30	1
23	31	1
23	32	1
23	33	1
23	34	1
23	39	1
23	40	1
23	41	1
23	42	1
23	43	1
23	44	1
23	45	1
23	46	1
23	47	1
23	48	1
23	49	1
23	50	1
23	51	1
24	9	1
24	10	1
24	11	1
24	23	1
24	24	1
24	25	1
24	26	1
24	27	1
24	28	1
24	29	1
24	30	1
24	31	1
24	39	1
24	40	1
24	41	1
24	42	1
24	43	1
24	44	1
24	45	1
24	46	1
24	47	1
24	48	1
24	49	1
24	50	1
24	51	1
25	10	1
25	11	1
25	22	1
25	23	1
25	24	1
25	25	1
25	26	1
25	27	1
25	28	1
25	29	1
25	40	1
25	41	1
25	42	1
25	43	1
25	44	1
25	45	1
25	46	1
25	47	1
25	48	1
25	50	1
25	51	1
26	9	1
26	10	1
26	11	1
26	12	1
26	21	1
26	22	1
26	23	1
26	24	1
26	25	1
26	26	1
26	40	1
26	41	1
26	42	1
26	43	1
26	44	1
27	10	1
27	11	1
27	12	1
27	13	1
27	14	1
27	20	1
27	21	1
27	22	1
27	23	1
27	24	1
27	40	1
27	41	1
27	42	1
27	43	1
28	11	1
28	12	1
28	13	1
28	14	1
28	15	1
28	19	1
28	20	1
28	21	1
28	22	1
28	23	1
28	41	1
28	42	1
29	12	1
29	13	1
29	14	1
29	15	1
29	16	1
29	17	1
29	18	1
29	19	1
29	20	1
29	21	1
29	22	1
29	40	1
29	41	1
30	14	1
30	15	1
30	16	1
30	17	1
30	18	1
30	19	1
30	20	1
30	21	1
30	40	1
30	41	1
31	15	1
31	19	1
31	20	1
31	40	1
31	41	1
32	15	1
32	19	1
32	20	1
32	40	1
32	41	1
33	14	1
33	15	1
33	19	1
33	20	1
33	40	1
33	41	1
34	13	1
34	14	1
34	15	1
34	16	1
34	17	1
34	18	1
34	19	1
34	20	1
34	21	1
34	40	1
34	41	1
35	12	1
35	13	1
35	14	1
35	15	1
35	16	1
35	19	1
35	20	1
35	21	1
35	22	1
35	41	1
35	42	1
36	11	1
36	12	1
36	13	1
36	14	1
36	15	1
36	20	1
36	21	1
36	22	1
36	23	1
36	41	1
36	42	1
36	43	1
37	10	1
37	11	1
37	12	1
37	13	1
37	14	1
37	20	1
37	21	1
37	22	1
37	23	1
37	24	1
37	25	1
37	40	1
37	41	1
37	42	1
37	43	1
37	44	1
38	9	1
38	10	1
38	11	1
38	12	1
38	13	1
38	22	1
38	23	1
38	24	1
38	25	1
38	26	1
38	27	1
38	28	1
38	40	1
38	41	1
38	42	1
38	43	1
38	44	1
38	45	1
38	46	1
38	47	1
38	48	1
38	49	1
38	50	1
38	51	1
39	8	1
39	9	1
39	10	1
39	11	1
39	12	1
39	23	1
39	24	1
39	25	1
39	26	1
39	27	1
39	28	1
39	29	1
39	30	1
39	31	1
39	40	1
39	41	1
39	42	1
39	43	1
39	44	1
39	45	1
39	46	1
39	47	1
39	48	1
39	49	1
39	50	1
39	51	1
40	7	1
40	8	1
40	9	1
40	10	1
40	11	1
40	24	1
40	25	1
40	26	1
40	27	1
40	28	1
40	29	1
40	30	1
40	31	1
40	32	1
40	33	1
40	34	1
40	39	1
40	40	1
40	41	1
40	42	1
40	43	1
40	44	1
40	45	1
40	46	1
40	47	1
40	48	1
40	49	1
40	50	1
40	51	1
41	8	1
41	9	1
41	10	1
41	23	1
41	24	1
41	25	1
41	26	1
41	27	1
41	28	1
41	29	1
41	30	1
41	31	1
41	32	1
41	33	1
41	34	1
41	35	1
41	36	1
41	37	1
41	38	1
41	39	1
41	40	1
41	41	1
41	42	1
41	47	1
41	48	1
41	49	1
41	50	1
42	9	1
42	23	1
42	24	1
42	25	1
42	26	1
42	27	1
42	28	1
42	29	1
42	30	1
42	31	1
42	32	1
42	33	1
42	34	1
42	35	1
42	36	1
42	37	1
42	38	1
42	39	1
42	40	1
42	41	1
43	23	1
43	24	1
43	25	1
43	26	1
43	27	1
43	28	1
43	29	1
43	30	1
43	31	1
43	32	1
43	33	1
43	34	1
43	35	1
43	36	1
43	37	1
43	38	1
43	39	1
43	40	1
43	41	1
43	42	1
44	23	1
44	24	1
44	25	1
44	26	1
44	27	1
44	28	1
44	29	1
44	30	1
44	31	1
44	32	1
44	35	1
44	36	1
44	37	1
44	38	1
44	39	1
44	42	1
44	43	1
44	44	1
44	45	1
45	22	1
45	23	1
45	24	1
45	25	1
45	28	1
45	29	1
45	30	1
45	31	1
45	32	1
45	39	1
45	42	1
45	43	1
45	44	1
45	45	1
45	46	1
45	47	1
45	48	1
46	22	1
46	23	1
46	24	1
46	25	1
46	29	1
46	30	1
46	31	1
46	32	1
46	33	1
46	39	1
46	40	1
46	42	1
46	43	1
46	44	1
46	45	1
46	46	1
46	47	1
46	48	1
47	22	1
47	23	1
47	24	1
47	25	1
47	30	1
47	31	1
47	32	1
47	33	1
47	34	1
47	40	1
47	41	1
47	42	1
47	43	1
47	44	1
47	45	1
47	46	1
47	47	1
48	22	1
48	23	1
48	24	1
48	25	1
48	31	1
48	32	1
48	33	1
48	34	1
48	35	1
48	39	1
48	40	1
48	41	1
48	42	1
48	45	1
48	46	1
48	47	1
49	22	1
49	23	1
49	24	1
49	25	1
49	32	1
49	33	1
49	34	1
49	35	1
49	36	1
49	39	1
49	40	1
49	41	1
50	22	1
50	23	1
50	24	1
50	25	1
50	33	1
50	34	1
50	35	1
50	36	1
50	37	1
50	38	1
50	39	1
50	40	1
50	41	1
51	22	1
51	23	1
51	24	1
51	25	1
51	34	1
51	35	1
51	36	1
51	37	1
51	38	1
51	39	1
51	40	1
51	41	1
52	22	1
52	23	1
52	24	1
52	25	1
52	35	1
52	36	1
52	37	1
52	38	1
52	39	1
52	40	1
52	41	1
53	22	1
53	23	1
53	24	1
53	25	1
53	36	1
53	37	1
53	38	1
53	39	1
53	40	1
54	22	1
54	23	1
54	24	1
54	25	1
54	37	1
54	38	1
55	23	1
55	24	1
55	25	1
18	40	2
18	41	2
18	42	2
19	39	2
19	40	2
19	41	2
20	40	2
31	16	2
31	17	2
31	18	2
32	16	2
32	17	2
32	18	2
33	16	2
33	17	2
33	18	2
44	40	2
44	41	2
45	40	2
45	41	2
46	41	2
